Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,0.0,0.09483631210037284,0.09413725882768631,0.09413725882768631,902400,0.0,0.0
1962-01-03 00:00:00-05:00,0.0,0.09553541988134384,0.09413731253827257,0.09553541988134384,1200000,0.0,0.0
1962-01-04 00:00:00-05:00,0.0,0.09623436735120092,0.09530231522942671,0.09576836973428726,1088000,0.0,0.0
1962-01-05 00:00:00-05:00,0.0,0.09623437046673006,0.09343821401088356,0.0936712697148323,1222400,0.0,0.0
1962-01-08 00:00:00-05:00,0.0,0.09437022257169599,0.09227312042048377,0.09343817085027695,1388800,0.0,0.0
1962-01-09 00:00:00-05:00,0.0,0.09413722805678844,0.09297217757509656,0.09320517629384995,1065600,0.0,0.0
1962-01-10 00:00:00-05:00,0.0,0.09320517717231416,0.09250612412154043,0.09273917973041534,828800,0.0,0.0
1962-01-11 00:00:00-05:00,0.0,0.0936712697148323,0.0929722163788835,0.0936712697148323,617600,0.0,0.0
1962-01-12 00:00:00-05:00,0.0,0.09506937116384506,0.09390431956275364,0.09506937116384506,1398400,0.0,0.0
1962-01-15 00:00:00-05:00,0.0,0.09506937116384506,0.09413731850537599,0.09506937116384506,966400,0.0,0.0
1962-01-16 00:00:00-05:00,0.0,0.09506932163694543,0.0943702682852745,0.0943702682852745,569600,0.0,0.0
1962-01-17 00:00:00-05:00,0.0,0.09506926992825,0.09320516659632354,0.09390421956777573,832000,0.0,0.0
1962-01-18 00:00:00-05:00,0.0,0.09437025762260062,0.09343820555499978,0.09413725882768631,844800,0.0,0.0
1962-01-19 00:00:00-05:00,0.0,0.09483632445335388,0.09413727108961159,0.09483632445335388,720000,0.0,0.0
1962-01-22 00:00:00-05:00,0.0,0.09506937116384506,0.09460337327860036,0.09506937116384506,745600,0.0,0.0
1962-01-23 00:00:00-05:00,0.0,0.09483632281570512,0.0941372694640342,0.0943702682852745,908800,0.0,0.0
1962-01-24 00:00:00-05:00,0.0,0.09460332399446482,0.09367127182155359,0.0943702682852745,841600,0.0,0.0
1962-01-25 00:00:00-05:00,0.0,0.09506932008120117,0.09437026674096977,0.09460332244634628,1078400,0.0,0.0
1962-01-26 00:00:00-05:00,0.0,0.09506937116384506,0.09437031744799836,0.09506937116384506,832000,0.0,0.0
1962-01-29 00:00:00-05:00,0.0,0.09670048647818227,0.09506937995306966,0.09646748751401901,1462400,0.0,0.0
1962-01-30 00:00:00-05:00,0.0,0.09739953279495239,0.09670047906804605,0.09739953279495239,1843200,0.0,0.0
1962-01-31 00:00:00-05:00,0.0,0.09879747778177261,0.09763242740726938,0.09879747778177261,1718400,0.0,0.0
1962-02-01 00:00:00-05:00,0.0,0.10066163539886475,0.0987975310396265,0.10066163539886475,2371200,0.0,0.0
1962-02-02 00:00:00-05:00,0.0,0.10275867581367493,0.10042857523188098,0.10275867581367493,2310400,0.0,0.0
1962-02-05 00:00:00-05:00,0.0,0.10438987899298562,0.10299182870045713,0.10369082540273666,1977600,0.0,0.0
1962-02-06 00:00:00-05:00,0.0,0.10345778229828996,0.10205973260309645,0.1022927314043045,1446400,0.0,0.0
1962-02-07 00:00:00-05:00,0.0,0.10318800061941147,0.1015388634022404,0.10318800061941147,1126400,0.01875,0.0
1962-02-08 00:00:00-05:00,0.0,0.1036591498146946,0.10295236850492985,0.10318800061941147,684800,0.0,0.0
1962-02-09 00:00:00-05:00,0.0,0.10248112856086848,0.10200992226600647,0.10200992226600647,563200,0.0,0.0
1962-02-12 00:00:00-05:00,0.0,0.10248121833032234,0.10177443702731168,0.10224564373493195,428800,0.0,0.0
1962-02-13 00:00:00-05:00,0.0,0.10224570811100682,0.10012536286696036,0.10153892636299133,873600,0.0,0.0
1962-02-14 00:00:00-05:00,0.0,0.10271679610013962,0.10083208424509119,0.10271679610013962,636800,0.0,0.0
1962-02-15 00:00:00-05:00,0.0,0.10318794093099015,0.10224558556868342,0.10295230895280838,742400,0.0,0.0
1962-02-16 00:00:00-05:00,0.0,0.1036591498146946,0.10271679390728829,0.10318800061941147,816000,0.0,0.0
1962-02-19 00:00:00-05:00,0.0,0.10530828904755467,0.10318800259451642,0.1048370823264122,1657600,0.0,0.0
1962-02-20 00:00:00-05:00,0.0,0.10554385397566159,0.10436592355603505,0.10530827939510345,800000,0.0,0.0
1962-02-21 00:00:00-05:00,0.0,0.10530829025222126,0.10365915298461914,0.10365915298461914,681600,0.0,0.0
1962-02-23 00:00:00-05:00,0.0,0.10389469563961029,0.10295233999318111,0.10389469563961029,793600,0.0,0.0
1962-02-26 00:00:00-05:00,0.0,0.10413035652681779,0.10318800061941147,0.10318800061941147,640000,0.0,0.0
1962-02-27 00:00:00-05:00,0.0,0.104837081303447,0.10318800158764238,0.10413035750389099,908800,0.0,0.0
1962-02-28 00:00:00-05:00,0.0,0.10601506715999444,0.10413035536618866,0.10436592996120453,2131200,0.0,0.0
1962-03-01 00:00:00-05:00,0.0,0.10530826658853858,0.10389470424342169,0.10507269203662872,899200,0.0,0.0
1962-03-02 00:00:00-05:00,0.0,0.10530828801999159,0.10413035750389099,0.10413035750389099,838400,0.0,0.0
1962-03-05 00:00:00-05:00,0.0,0.10413035971115195,0.10365915298461914,0.10365915298461914,1011200,0.0,0.0
1962-03-06 00:00:00-05:00,0.0,0.10365917007214522,0.10318802078478838,0.1034235954284668,550400,0.0,0.0
1962-03-07 00:00:00-05:00,0.0,0.10365908985374013,0.10248116003005842,0.10295230895280838,985600,0.0,0.0
1962-03-08 00:00:00-05:00,0.0,0.10200993560416233,0.10059643156833394,0.10130321234464645,1190400,0.0,0.0
1962-03-09 00:00:00-05:00,0.0,0.10224555417183204,0.10153877348793358,0.10200992226600647,825600,0.0,0.0
1962-03-12 00:00:00-05:00,0.0,0.10153878676448508,0.10059643156833394,0.10130321234464645,611200,0.0,0.0
1962-03-13 00:00:00-05:00,0.0,0.10177450110670459,0.1010677193586891,0.10153892636299133,656000,0.0,0.0
1962-03-14 00:00:00-05:00,0.0,0.10224564373493195,0.10130328783653092,0.10224564373493195,681600,0.0,0.0
1962-03-15 00:00:00-05:00,0.0,0.10413032768883568,0.10224561639597733,0.10389469563961029,1107200,0.0,0.0
1962-03-16 00:00:00-05:00,0.0,0.10365917007214522,0.10271681398058026,0.1034235954284668,624000,0.0,0.0
1962-03-19 00:00:00-05:00,0.0,0.10389472758946464,0.10271679704839533,0.10365915298461914,809600,0.0,0.0
1962-03-20 00:00:00-05:00,0.0,0.10365913912524322,0.10201000207813309,0.10248120874166489,822400,0.0,0.0
1962-03-21 00:00:00-05:00,0.0,0.10271679292571272,0.10201001162270207,0.10224564373493195,764800,0.0,0.0
1962-03-22 00:00:00-05:00,0.0,0.10248112856086848,0.10177434787697003,0.10200992226600647,633600,0.0,0.0
1962-03-23 00:00:00-05:00,0.0,0.10224564373493195,0.10177443702731168,0.10224564373493195,768000,0.0,0.0
1962-03-26 00:00:00-05:00,0.0,0.10248121833032234,0.10201001162270207,0.10224564373493195,678400,0.0,0.0
1962-03-27 00:00:00-05:00,0.0,0.10271679292571272,0.10177443702731168,0.10224564373493195,694400,0.0,0.0
1962-03-28 00:00:00-05:00,0.0,0.10342357521705303,0.10224564471200516,0.10318800061941147,688000,0.0,0.0
1962-03-29 00:00:00-05:00,0.0,0.1036591498146946,0.10318800061941147,0.10318800061941147,604800,0.0,0.0
1962-03-30 00:00:00-05:00,0.0,0.10318794093099015,0.1027167344914334,0.10295230895280838,809600,0.0,0.0
1962-04-02 00:00:00-05:00,0.0,0.10342351539236513,0.1027167344914334,0.10295230895280838,716800,0.0,0.0
1962-04-03 00:00:00-05:00,0.0,0.1029524323421466,0.10083214461497585,0.10153892636299133,931200,0.0,0.0
1962-04-04 00:00:00-05:00,0.0,0.10153887551267249,0.0996541634730723,0.1003609448671341,1033600,0.0,0.0
1962-04-05 00:00:00-05:00,0.0,0.10083205252885818,0.09894734126663654,0.10083205252885818,700800,0.0,0.0
1962-04-06 00:00:00-05:00,0.0,0.10153887551267249,0.10012531272454889,0.1003609448671341,569600,0.0,0.0
1962-04-09 00:00:00-05:00,0.0,0.10083209234788014,0.09847623109817505,0.09847623109817505,716800,0.0,0.0
1962-04-10 00:00:00-05:00,0.0,0.1003609448671341,0.0980050260592104,0.1003609448671341,937600,0.0,0.0
1962-04-11 00:00:00-05:00,0.0,0.10201002476414908,0.1003609448671341,0.1003609448671341,720000,0.0,0.0
1962-04-12 00:00:00-05:00,0.0,0.09988975231651828,0.09918297082185745,0.09918297082185745,947200,0.0,0.0
1962-04-13 00:00:00-05:00,0.0,0.1003609448671341,0.0987118074532722,0.1003609448671341,710400,0.0,0.0
1962-04-16 00:00:00-05:00,0.0,0.1003609673522945,0.09918297892598926,0.10012533515691757,812800,0.0,0.0
1962-04-17 00:00:00-05:00,0.0,0.10153892636299133,0.09965421337953384,0.10153892636299133,1110400,0.0,0.0
1962-04-18 00:00:00-05:00,0.0,0.10295230895280838,0.10177437912912667,0.10295230895280838,1084800,0.0,0.0
1962-04-19 00:00:00-05:00,0.0,0.10413035750389099,0.1029523694709498,0.10413035750389099,1385600,0.0,0.0
1962-04-23 00:00:00-05:00,0.0,0.1046014353632927,0.10389465452893497,0.1046014353632927,1081600,0.0,0.0
1962-04-24 00:00:00-05:00,0.0,0.10483700980247815,0.10436586092410724,0.1046014353632927,1104000,0.0,0.0
1962-04-25 00:00:00-05:00,0.0,0.10530827939510345,0.10436592355603505,0.10530827939510345,1180800,0.0,0.0
1962-04-26 00:00:00-05:00,0.0,0.10530825786766611,0.10389469563961029,0.10389469563961029,2009600,0.0,0.0
1962-04-27 00:00:00-05:00,0.0,0.10436593112445935,0.10248121930964672,0.10318800061941147,1139200,0.0,0.0
1962-04-30 00:00:00-04:00,0.0,0.10318797036504684,0.10083205252885818,0.10083205252885818,1222400,0.0,0.0
1962-05-01 00:00:00-04:00,0.0,0.10248120874166489,0.10012529045767411,0.10248120874166489,1430400,0.0,0.0
1962-05-02 00:00:00-04:00,0.0,0.1034235954284668,0.10248123933690184,0.1034235954284668,931200,0.0,0.0
1962-05-03 00:00:00-04:00,0.0,0.10436593431599744,0.10342357837977365,0.10365915298461914,1155200,0.0,0.0
1962-05-04 00:00:00-04:00,0.0,0.10389472758946464,0.10318800377492814,0.10365915298461914,940800,0.0,0.0
1962-05-07 00:00:00-04:00,0.0,0.1034235954284668,0.10295238862425866,0.1034235954284668,534400,0.0,0.0
1962-05-08 00:00:00-04:00,0.0,0.10413037687635333,0.10318802078478838,0.1034235954284668,1004800,0.0,0.0
1962-05-09 00:00:00-04:00,0.0,0.1033759373396387,0.10242316399158982,0.10289952158927917,988800,0.01875,0.0
1962-05-10 00:00:00-04:00,0.0,0.10289954338348269,0.10147041213505334,0.10170859098434448,1475200,0.0,0.0
1962-05-11 00:00:00-04:00,0.0,0.10194676645768919,0.10027939826250076,0.10027939826250076,1081600,0.0,0.0
1962-05-14 00:00:00-04:00,0.0,0.10004124538971611,0.0964683292304809,0.09956488758325577,1987200,0.0,0.0
1962-05-15 00:00:00-04:00,0.0,0.10313763012274545,0.1002793120259075,0.10242309421300888,1414400,0.0,0.0
1962-05-16 00:00:00-04:00,0.0,0.10337586691195486,0.10194667878722061,0.10242309421300888,1091200,0.0,0.0
1962-05-17 00:00:00-04:00,0.0,0.10242319188189614,0.1005176446669091,0.10147041827440262,803200,0.0,0.0
1962-05-18 00:00:00-04:00,0.0,0.10170859098434448,0.10051763858520628,0.10170859098434448,643200,0.0,0.0
1962-05-21 00:00:00-04:00,0.0,0.10099397599697113,0.10027938143995693,0.10099397599697113,576000,0.0,0.0
1962-05-22 00:00:00-04:00,0.0,0.10123210259248264,0.09932655685825878,0.10004115104675293,752000,0.0,0.0
1962-05-23 00:00:00-04:00,0.0,0.09980302360034278,0.09861207144325776,0.09885025024414062,1091200,0.0,0.0
1962-05-24 00:00:00-04:00,0.0,0.0995648325883594,0.09861205934900985,0.09932659566402435,1552000,0.0,0.0
1962-05-25 00:00:00-04:00,0.0,0.09956482444038904,0.0962300892992347,0.09718286246061325,1446400,0.0,0.0
1962-05-28 00:00:00-04:00,0.0,0.09527734440305959,0.08646420458394559,0.08765515685081482,4742400,0.0,0.0
1962-05-29 00:00:00-04:00,0.0,0.09718285357992508,0.0864641710320673,0.09694467484951019,4502400,0.0,0.0
1962-05-31 00:00:00-04:00,0.0,0.0995648536520395,0.09813566441432788,0.09908843785524368,3190400,0.0,0.0
1962-06-01 00:00:00-04:00,0.0,0.09837382331973472,0.09718287129787773,0.09742105007171631,1750400,0.0,0.0
1962-06-04 00:00:00-04:00,0.0,0.09694468919408136,0.09480096399784088,0.09480096399784088,2537600,0.0,0.0
1962-06-05 00:00:00-04:00,0.0,0.09718288209189592,0.09408638323007666,0.09670652449131012,1625600,0.0,0.0
1962-06-06 00:00:00-04:00,0.0,0.09885030471164144,0.09670657801713956,0.09813570976257324,1430400,0.0,0.0
1962-06-07 00:00:00-04:00,0.0,0.09885028622409742,0.09789751252110054,0.09861210733652115,784000,0.0,0.0
1962-06-08 00:00:00-04:00,0.0,0.09885025080963934,0.0978974774479866,0.0978974774479866,774400,0.0,0.0
1962-06-11 00:00:00-04:00,0.0,0.09813563562199182,0.09718286246061325,0.09718286246061325,1174400,0.0,0.0
1962-06-12 00:00:00-04:00,0.0,0.09694477029632836,0.09456280618906021,0.09456280618906021,1932800,0.0,0.0
1962-06-13 00:00:00-04:00,0.0,0.09599191597878981,0.09432454831386407,0.09480096399784088,1433600,0.0,0.0
1962-06-14 00:00:00-04:00,0.0,0.09551545980645176,0.0933717355189216,0.09360991418361664,1552000,0.0,0.0
1962-06-15 00:00:00-04:00,0.0,0.09527729451656342,0.09337174862623215,0.09527729451656342,1817600,0.0,0.0
1962-06-18 00:00:00-04:00,0.0,0.0959919827806289,0.09456279288677212,0.09575380384922028,1219200,0.0,0.0
1962-06-19 00:00:00-04:00,0.0,0.0957537761514911,0.09503918141126633,0.09503918141126633,819200,0.0,0.0
1962-06-20 00:00:00-04:00,0.0,0.09527740123651172,0.09456280618906021,0.09456280618906021,784000,0.0,0.0
1962-06-21 00:00:00-04:00,0.0,0.09503916582334451,0.09360997657730454,0.09384821355342865,1094400,0.0,0.0
1962-06-22 00:00:00-04:00,0.0,0.09360999975628827,0.0926572260739019,0.09289546310901642,1174400,0.0,0.0
1962-06-25 00:00:00-04:00,0.0,0.09241896867752075,0.09098983844439515,0.09241896867752075,2118400,0.0,0.0
1962-06-26 00:00:00-04:00,0.0,0.09480101138757276,0.0919426903128624,0.0919426903128624,1296000,0.0,0.0
1962-06-27 00:00:00-04:00,0.0,0.09313363581895828,0.09194268333307898,0.09313363581895828,892800,0.0,0.0
1962-06-28 00:00:00-04:00,0.0,0.09503918141126633,0.09337181306830376,0.09503918141126633,1459200,0.0,0.0
1962-06-29 00:00:00-04:00,0.0,0.09551547321469343,0.0945627002695278,0.09527729451656342,1196800,0.0,0.0
1962-07-02 00:00:00-04:00,0.0,0.09575379369231304,0.09480101991503975,0.09551555663347244,668800,0.0,0.0
1962-07-03 00:00:00-04:00,0.0,0.09575371006546902,0.0945627002695278,0.09527729451656342,1142400,0.0,0.0
1962-07-05 00:00:00-04:00,0.0,0.09623016171203752,0.09551556676510913,0.09575380384922028,848000,0.0,0.0
1962-07-06 00:00:00-04:00,0.0,0.0959919827806289,0.09480102997088327,0.09575380384922028,896000,0.0,0.0
1962-07-09 00:00:00-04:00,0.0,0.0959919827806289,0.0952773878337005,0.09575380384922028,1126400,0.0,0.0
1962-07-10 00:00:00-04:00,0.0,0.09742105007171631,0.09623009804985931,0.09742105007171631,3619200,0.0,0.0
1962-07-11 00:00:00-04:00,0.0,0.09861210733652115,0.09718291770567994,0.09861210733652115,892800,0.0,0.0
1962-07-12 00:00:00-04:00,0.0,0.09932660784590637,0.09837383448970421,0.09885025024414062,1132800,0.0,0.0
1962-07-13 00:00:00-04:00,0.0,0.09908842904502349,0.09813565568882135,0.09885025024414062,611200,0.0,0.0
1962-07-16 00:00:00-04:00,0.0,0.09908843785524368,0.09813566441432788,0.09908843785524368,684800,0.0,0.0
1962-07-17 00:00:00-04:00,0.0,0.0993266070326637,0.09765929728746414,0.09765929728746414,784000,0.0,0.0
1962-07-18 00:00:00-04:00,0.0,0.09837383368426245,0.09646828698745992,0.09765929728746414,931200,0.0,0.0
1962-07-19 00:00:00-04:00,0.0,0.09885030471164144,0.09789753083045141,0.09813570976257324,640000,0.0,0.0
1962-07-20 00:00:00-04:00,0.0,0.0988503134326542,0.09789753946740623,0.0983738973736763,595200,0.0,0.0
1962-07-23 00:00:00-04:00,0.0,0.09908849238578923,0.0983738973736763,0.0983738973736763,579200,0.0,0.0
1962-07-24 00:00:00-04:00,0.0,0.09885028622409742,0.09813569140867681,0.09861210733652115,419200,0.0,0.0
1962-07-25 00:00:00-04:00,0.0,0.09885025024414062,0.09837383448970421,0.09885025024414062,470400,0.0,0.0
1962-07-26 00:00:00-04:00,0.0,0.09932661667730366,0.09861208021112369,0.09908843785524368,745600,0.0,0.0
1962-07-27 00:00:00-04:00,0.0,0.09932660784590637,0.09885025024414062,0.09885025024414062,403200,0.0,0.0
1962-07-30 00:00:00-04:00,0.0,0.0995648325883594,0.09885023812068135,0.09932659566402435,595200,0.0,0.0
1962-07-31 00:00:00-04:00,0.0,0.10004124665000892,0.09932665177862048,0.09980306774377823,784000,0.0,0.0
1962-08-01 00:00:00-04:00,0.0,0.0998030324740995,0.09908843785524368,0.09908843785524368,672000,0.0,0.0
1962-08-02 00:00:00-04:00,0.0,0.10004124665000892,0.09908847287238978,0.09980306774377823,745600,0.0,0.0
1962-08-03 00:00:00-04:00,0.0,0.10004115104675293,0.09932655685825878,0.10004115104675293,518400,0.0,0.0
1962-08-06 00:00:00-04:00,0.0,0.10004121129615948,0.09885025903318369,0.09908843785524368,704000,0.0,0.0
1962-08-07 00:00:00-04:00,0.0,0.09908846511167367,0.09861210733652115,0.09861210733652115,643200,0.0,0.0
1962-08-08 00:00:00-04:00,0.0,0.0997688899095637,0.09832293497775504,0.09952785819768906,768000,0.01875,0.0
1962-08-09 00:00:00-04:00,0.0,0.10049175193674653,0.09976883371289924,0.10000980645418167,646400,0.0,0.0
1962-08-10 00:00:00-04:00,0.0,0.10073278351285563,0.09976883371289924,0.10000980645418167,585600,0.0,0.0
1962-08-13 00:00:00-04:00,0.0,0.1002507791954641,0.09952780213679015,0.10000980645418167,502400,0.0,0.0
1962-08-14 00:00:00-04:00,0.0,0.10049175332704426,0.09952780351375168,0.10025078058242798,726400,0.0,0.0
1962-08-15 00:00:00-04:00,0.0,0.100732784906488,0.10025078058242798,0.10025078058242798,560000,0.0,0.0
1962-08-16 00:00:00-04:00,0.0,0.10073270414047603,0.10000972765147172,0.10049167275428772,704000,0.0,0.0
1962-08-17 00:00:00-04:00,0.0,0.10121474279653249,0.10049176563927717,0.10097377002239227,684800,0.0,0.0
1962-08-20 00:00:00-04:00,0.0,0.10193770770291151,0.10097375788736347,0.1014557033777237,934400,0.0,0.0
1962-08-21 00:00:00-04:00,0.0,0.10193776960677554,0.10121479209736425,0.10169679671525955,870400,0.0,0.0
1962-08-22 00:00:00-04:00,0.0,0.10193776960677554,0.10121479209736425,0.10169679671525955,857600,0.0,0.0
1962-08-23 00:00:00-04:00,0.0,0.1016967471796476,0.10073279724825206,0.10097377002239227,902400,0.0,0.0
1962-08-24 00:00:00-04:00,0.0,0.10073270414047603,0.10025070020287971,0.10049167275428772,979200,0.0,0.0
1962-08-27 00:00:00-04:00,0.0,0.10097372385462373,0.10000977436397054,0.10073275119066238,537600,0.0,0.0
1962-08-28 00:00:00-04:00,0.0,0.10073278351285563,0.09976883371289924,0.10000980645418167,486400,0.0,0.0
1962-08-29 00:00:00-04:00,0.0,0.10025078058242798,0.09976883509319542,0.10025078058242798,368000,0.0,0.0
1962-08-30 00:00:00-04:00,0.0,0.10049175332704426,0.1000098078378117,0.10025078058242798,502400,0.0,0.0
